timestamp,camera_id,hour,day_of_week,weather,total_slot,occupied,occupancy_rate
2015-07-03 11:30:00,A,11,Friday,S,51,42,0.8235294117647058
2015-07-03 11:35:00,A,11,Friday,S,51,43,0.8431372549019608
2015-07-03 11:40:00,A,11,Friday,S,51,44,0.8627450980392157
2015-07-03 11:45:00,A,11,Friday,S,51,44,0.8627450980392157
2015-07-03 11:50:00,A,11,Friday,S,51,44,0.8627450980392157
2015-07-03 11:55:00,A,11,Friday,S,51,44,0.8627450980392157
2015-07-03 12:00:00,A,12,Friday,S,51,44,0.8627450980392157
2015-07-03 12:05:00,A,12,Friday,S,51,44,0.8627450980392157
2015-07-03 12:10:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:15:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:20:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:25:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:30:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:35:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:40:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:45:00,A,12,Friday,S,51,43,0.8431372549019608
2015-07-03 12:50:00,A,12,Friday,S,51,41,0.803921568627451
2015-07-03 12:55:00,A,12,Friday,S,51,40,0.7843137254901961
2015-07-03 13:00:00,A,13,Friday,S,51,39,0.7647058823529411
2015-07-03 13:05:00,A,13,Friday,S,51,39,0.7647058823529411
2015-07-03 13:10:00,A,13,Friday,S,51,39,0.7647058823529411
2015-07-03 13:15:00,A,13,Friday,S,51,39,0.7647058823529411
2015-07-03 13:20:00,A,13,Friday,S,51,38,0.7450980392156863
2015-07-03 13:25:00,A,13,Friday,S,51,37,0.7254901960784313
2015-07-03 13:30:00,A,13,Friday,S,51,38,0.7450980392156863
2015-07-03 13:35:00,A,13,Friday,S,51,37,0.7254901960784313
2015-07-03 13:40:00,A,13,Friday,S,51,37,0.7254901960784313
2015-07-03 13:45:00,A,13,Friday,S,51,37,0.7254901960784313
2015-07-03 13:50:00,A,13,Friday,S,51,37,0.7254901960784313
2015-07-03 13:55:00,A,13,Friday,S,51,38,0.7450980392156863
2015-07-03 14:00:00,A,14,Friday,S,51,38,0.7450980392156863
2015-07-03 14:05:00,A,14,Friday,S,51,36,0.7058823529411765
2015-07-03 14:10:00,A,14,Friday,S,51,36,0.7058823529411765
2015-07-03 14:15:00,A,14,Friday,S,51,37,0.7254901960784313
2015-07-03 14:20:00,A,14,Friday,S,51,37,0.7254901960784313
2015-07-03 14:25:00,A,14,Friday,S,51,37,0.7254901960784313
2015-07-03 14:30:00,A,14,Friday,S,51,36,0.7058823529411765
2015-07-03 14:35:00,A,14,Friday,S,51,36,0.7058823529411765
2015-07-03 14:40:00,A,14,Friday,S,51,35,0.6862745098039216
2015-07-03 14:45:00,A,14,Friday,S,51,35,0.6862745098039216
2015-07-03 14:50:00,A,14,Friday,S,51,35,0.6862745098039216
2015-07-03 14:55:00,A,14,Friday,S,51,35,0.6862745098039216
2015-07-03 15:00:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:05:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:10:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:15:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:20:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:25:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:30:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:35:00,A,15,Friday,S,51,35,0.6862745098039216
2015-07-03 15:40:00,A,15,Friday,S,51,34,0.6666666666666666
2015-07-03 15:45:00,A,15,Friday,S,51,34,0.6666666666666666
2015-07-03 15:50:00,A,15,Friday,S,51,34,0.6666666666666666
2015-07-03 15:55:00,A,15,Friday,S,51,34,0.6666666666666666
2015-07-03 16:00:00,A,16,Friday,S,51,33,0.6470588235294118
2015-07-03 16:05:00,A,16,Friday,S,51,32,0.6274509803921569
2015-07-03 16:10:00,A,16,Friday,S,51,31,0.6078431372549019
2015-07-03 16:15:00,A,16,Friday,S,51,31,0.6078431372549019
2015-07-03 16:20:00,A,16,Friday,S,51,29,0.5686274509803921
2015-07-03 16:25:00,A,16,Friday,S,51,28,0.5490196078431373
2015-07-03 16:30:00,A,16,Friday,S,51,27,0.5294117647058824
2015-07-03 16:35:00,A,16,Friday,S,51,24,0.47058823529411764
2015-07-03 16:40:00,A,16,Friday,S,51,23,0.45098039215686275
2015-07-03 16:45:00,A,16,Friday,S,51,23,0.45098039215686275
2015-07-03 16:50:00,A,16,Friday,S,51,23,0.45098039215686275
2015-07-03 16:55:00,A,16,Friday,S,51,22,0.43137254901960786
2015-07-03 17:00:00,A,17,Friday,S,51,22,0.43137254901960786
2015-07-03 17:05:00,A,17,Friday,S,51,19,0.37254901960784315
2015-07-03 17:10:00,A,17,Friday,S,51,19,0.37254901960784315
2015-07-03 17:15:00,A,17,Friday,S,51,19,0.37254901960784315
2015-07-03 17:20:00,A,17,Friday,S,51,19,0.37254901960784315
2015-07-03 17:25:00,A,17,Friday,S,51,19,0.37254901960784315
2015-07-03 17:30:00,A,17,Friday,S,51,18,0.35294117647058826
2015-07-03 17:35:00,A,17,Friday,S,51,18,0.35294117647058826
2015-07-03 17:40:00,A,17,Friday,S,51,17,0.3333333333333333
2015-07-03 17:45:00,A,17,Friday,S,51,17,0.3333333333333333
2015-07-03 17:50:00,A,17,Friday,S,51,16,0.3137254901960784
2015-07-03 17:55:00,A,17,Friday,S,51,15,0.29411764705882354
2015-07-03 18:00:00,A,18,Friday,S,51,15,0.29411764705882354
2015-07-03 18:05:00,A,18,Friday,S,51,15,0.29411764705882354
2015-07-08 08:05:00,B,8,Wednesday,S,53,4,0.07547169811320754
2015-07-08 08:10:00,B,8,Wednesday,S,53,4,0.07547169811320754
2015-07-08 08:15:00,B,8,Wednesday,S,53,5,0.09433962264150944
2015-07-08 08:20:00,B,8,Wednesday,S,53,5,0.09433962264150944
2015-07-08 08:25:00,B,8,Wednesday,S,53,5,0.09433962264150944
2015-07-08 08:30:00,B,8,Wednesday,S,53,5,0.09433962264150944
2015-07-08 08:35:00,B,8,Wednesday,S,53,6,0.11320754716981132
2015-07-08 08:40:00,B,8,Wednesday,S,53,6,0.11320754716981132
2015-07-08 08:45:00,B,8,Wednesday,S,53,8,0.1509433962264151
2015-07-08 08:50:00,B,8,Wednesday,S,53,10,0.18867924528301888
2015-07-08 08:55:00,B,8,Wednesday,S,53,11,0.20754716981132076
2015-07-08 09:00:00,B,9,Wednesday,S,53,14,0.2641509433962264
2015-07-08 09:05:00,B,9,Wednesday,S,53,17,0.32075471698113206
2015-07-08 09:10:00,B,9,Wednesday,S,53,17,0.32075471698113206
2015-07-08 09:15:00,B,9,Wednesday,S,53,19,0.3584905660377358
2015-07-08 09:20:00,B,9,Wednesday,S,53,20,0.37735849056603776
2015-07-08 09:25:00,B,9,Wednesday,S,53,25,0.4716981132075472
2015-07-08 09:30:00,B,9,Wednesday,S,53,27,0.5094339622641509
2015-07-08 09:35:00,B,9,Wednesday,S,53,31,0.5849056603773585
2015-07-08 09:40:00,B,9,Wednesday,S,53,37,0.6981132075471698
2015-07-08 09:45:00,B,9,Wednesday,S,53,39,0.7358490566037735
2015-07-08 09:50:00,B,9,Wednesday,S,53,40,0.7547169811320755
2015-07-08 09:55:00,B,9,Wednesday,S,53,42,0.7924528301886793
2015-07-08 10:00:00,B,10,Wednesday,S,53,45,0.8490566037735849
2015-07-08 10:05:00,B,10,Wednesday,S,53,47,0.8867924528301887
2015-07-08 10:10:00,B,10,Wednesday,S,53,48,0.9056603773584906
2015-07-08 10:15:00,B,10,Wednesday,S,53,48,0.9056603773584906
2015-07-08 10:20:00,B,10,Wednesday,S,53,49,0.9245283018867925
2015-07-08 10:25:00,B,10,Wednesday,S,53,51,0.9622641509433962
2015-07-08 10:30:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 10:35:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 10:40:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 10:45:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 10:50:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 10:55:00,B,10,Wednesday,S,53,53,1.0
2015-07-08 11:00:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:05:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:10:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:15:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:20:00,B,11,Wednesday,S,53,52,0.9811320754716981
2015-07-08 11:25:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:30:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:35:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:40:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:45:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:50:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 11:55:00,B,11,Wednesday,S,53,53,1.0
2015-07-08 12:00:00,B,12,Wednesday,S,53,53,1.0
2015-07-08 12:05:00,B,12,Wednesday,S,53,53,1.0
2015-07-08 12:10:00,B,12,Wednesday,S,53,53,1.0
2015-07-08 12:15:00,B,12,Wednesday,S,53,53,1.0
2015-07-08 12:20:00,B,12,Wednesday,S,53,53,1.0
2015-07-08 12:25:00,B,12,Wednesday,S,53,52,0.9811320754716981
2015-07-08 12:30:00,B,12,Wednesday,S,53,52,0.9811320754716981
2015-07-08 12:35:00,B,12,Wednesday,S,53,49,0.9245283018867925
2015-07-08 12:40:00,B,12,Wednesday,S,53,49,0.9245283018867925
2015-07-08 12:45:00,B,12,Wednesday,S,53,49,0.9245283018867925
2015-07-08 12:50:00,B,12,Wednesday,S,53,50,0.9433962264150944
2015-07-08 12:55:00,B,12,Wednesday,S,53,49,0.9245283018867925
2015-07-08 13:00:00,B,13,Wednesday,S,53,50,0.9433962264150944
2015-07-08 13:05:00,B,13,Wednesday,S,53,48,0.9056603773584906
2015-07-08 13:10:00,B,13,Wednesday,S,53,48,0.9056603773584906
2015-07-08 13:15:00,B,13,Wednesday,S,53,49,0.9245283018867925
2015-07-08 13:20:00,B,13,Wednesday,S,53,48,0.9056603773584906
2015-07-08 13:25:00,B,13,Wednesday,S,53,46,0.8679245283018868
2015-07-08 13:30:00,B,13,Wednesday,S,53,46,0.8679245283018868
2015-07-08 13:35:00,B,13,Wednesday,S,53,45,0.8490566037735849
2015-07-08 13:40:00,B,13,Wednesday,S,53,44,0.8301886792452831
2015-07-08 13:45:00,B,13,Wednesday,S,53,44,0.8301886792452831
2015-07-08 13:50:00,B,13,Wednesday,S,53,43,0.8113207547169812
2015-07-08 13:55:00,B,13,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:00:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:05:00,B,14,Wednesday,S,53,44,0.8301886792452831
2015-07-08 14:10:00,B,14,Wednesday,S,53,44,0.8301886792452831
2015-07-08 14:15:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:20:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:25:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:30:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:35:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:40:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:45:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:50:00,B,14,Wednesday,S,53,43,0.8113207547169812
2015-07-08 14:55:00,B,14,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:00:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:05:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:10:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:15:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:20:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:25:00,B,15,Wednesday,S,53,44,0.8301886792452831
2015-07-08 15:30:00,B,15,Wednesday,S,53,45,0.8490566037735849
2015-07-08 15:35:00,B,15,Wednesday,S,53,45,0.8490566037735849
2015-07-08 15:40:00,B,15,Wednesday,S,53,45,0.8490566037735849
2015-07-08 15:45:00,B,15,Wednesday,S,53,46,0.8679245283018868
2015-07-08 15:50:00,B,15,Wednesday,S,53,47,0.8867924528301887
2015-07-08 15:55:00,B,15,Wednesday,S,53,47,0.8867924528301887
2015-07-08 16:00:00,B,16,Wednesday,S,53,47,0.8867924528301887
2015-07-08 16:05:00,B,16,Wednesday,S,53,44,0.8301886792452831
2015-07-08 16:10:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:15:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:20:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:25:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:30:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:35:00,B,16,Wednesday,S,53,42,0.7924528301886793
2015-07-08 16:40:00,B,16,Wednesday,S,53,41,0.7735849056603774
2015-07-08 16:45:00,B,16,Wednesday,S,53,41,0.7735849056603774
2015-07-08 16:50:00,B,16,Wednesday,S,53,39,0.7358490566037735
2015-07-08 16:55:00,B,16,Wednesday,S,53,38,0.7169811320754716
2015-07-08 17:00:00,B,17,Wednesday,S,53,38,0.7169811320754716
2015-07-08 17:05:00,B,17,Wednesday,S,53,36,0.6792452830188679
2015-07-08 17:10:00,B,17,Wednesday,S,53,35,0.660377358490566
2015-07-08 17:15:00,B,17,Wednesday,S,53,33,0.6226415094339622
2015-07-08 17:20:00,B,17,Wednesday,S,53,31,0.5849056603773585
2015-07-08 17:25:00,B,17,Wednesday,S,53,30,0.5660377358490566
2015-07-08 17:30:00,B,17,Wednesday,S,53,30,0.5660377358490566
2015-07-08 17:35:00,B,17,Wednesday,S,53,29,0.5471698113207547
2015-07-08 17:40:00,B,17,Wednesday,S,53,29,0.5471698113207547
2015-07-08 17:45:00,B,17,Wednesday,S,53,29,0.5471698113207547
2015-07-08 17:50:00,B,17,Wednesday,S,53,24,0.4528301886792453
2015-07-08 17:55:00,B,17,Wednesday,S,53,24,0.4528301886792453
2015-07-08 18:00:00,B,18,Wednesday,S,53,24,0.4528301886792453
2015-07-08 18:05:00,B,18,Wednesday,S,53,22,0.41509433962264153
2015-11-12 07:09:00,01,7,Thursday,S,35,4,0.11428571428571428
2015-11-12 07:13:00,08,7,Thursday,S,54,4,0.07407407407407407
2015-11-12 07:14:00,02,7,Thursday,S,9,2,0.2222222222222222
2015-11-12 07:15:00,03,7,Thursday,S,21,1,0.047619047619047616
2015-11-12 07:16:00,04,7,Thursday,S,37,3,0.08108108108108109
2015-11-12 07:16:00,05,7,Thursday,S,46,3,0.06521739130434782
2015-11-12 07:16:00,06,7,Thursday,S,44,3,0.06818181818181818
2015-11-12 07:17:00,07,7,Thursday,S,46,1,0.021739130434782608
2015-11-12 07:17:00,09,7,Thursday,S,28,5,0.17857142857142858
2015-11-12 07:39:00,01,7,Thursday,S,35,5,0.14285714285714285
2015-11-12 07:43:00,08,7,Thursday,S,54,5,0.09259259259259259
2015-11-12 07:44:00,02,7,Thursday,S,9,2,0.2222222222222222
2015-11-12 07:45:00,03,7,Thursday,S,21,1,0.047619047619047616
2015-11-12 07:46:00,04,7,Thursday,S,37,4,0.10810810810810811
2015-11-12 07:46:00,05,7,Thursday,S,46,3,0.06521739130434782
2015-11-12 07:46:00,06,7,Thursday,S,44,3,0.06818181818181818
2015-11-12 07:47:00,07,7,Thursday,S,46,1,0.021739130434782608
2015-11-12 07:47:00,09,7,Thursday,S,28,7,0.25
2015-11-12 08:09:00,01,8,Thursday,S,35,6,0.17142857142857143
2015-11-12 08:14:00,02,8,Thursday,S,9,2,0.2222222222222222
2015-11-12 08:14:00,08,8,Thursday,S,54,7,0.12962962962962962
2015-11-12 08:15:00,03,8,Thursday,S,21,1,0.047619047619047616
2015-11-12 08:16:00,04,8,Thursday,S,37,5,0.13513513513513514
2015-11-12 08:16:00,06,8,Thursday,S,44,5,0.11363636363636363
2015-11-12 08:17:00,05,8,Thursday,S,46,5,0.10869565217391304
2015-11-12 08:17:00,07,8,Thursday,S,46,3,0.06521739130434782
2015-11-12 08:17:00,09,8,Thursday,S,28,11,0.39285714285714285
2015-11-12 08:39:00,01,8,Thursday,S,35,8,0.22857142857142856
2015-11-12 08:44:00,02,8,Thursday,S,9,3,0.3333333333333333
2015-11-12 08:45:00,03,8,Thursday,S,21,3,0.14285714285714285
2015-11-12 08:45:00,08,8,Thursday,S,54,13,0.24074074074074073
2015-11-12 08:46:00,04,8,Thursday,S,37,9,0.24324324324324326
2015-11-12 08:46:00,06,8,Thursday,S,44,10,0.22727272727272727
2015-11-12 08:47:00,05,8,Thursday,S,46,9,0.1956521739130435
2015-11-12 08:47:00,07,8,Thursday,S,46,5,0.10869565217391304
2015-11-12 08:47:00,09,8,Thursday,S,28,14,0.5
2015-11-12 09:09:00,01,9,Thursday,S,35,21,0.6
2015-11-12 09:14:00,02,9,Thursday,S,9,7,0.7777777777777778
2015-11-12 09:15:00,03,9,Thursday,S,21,13,0.6190476190476191
2015-11-12 09:16:00,04,9,Thursday,S,37,20,0.5405405405405406
2015-11-12 09:16:00,06,9,Thursday,S,44,16,0.36363636363636365
2015-11-12 09:16:00,08,9,Thursday,S,54,21,0.3888888888888889
2015-11-12 09:17:00,05,9,Thursday,S,46,17,0.3695652173913043
2015-11-12 09:17:00,07,9,Thursday,S,46,10,0.21739130434782608
2015-11-12 09:17:00,09,9,Thursday,S,28,21,0.75
2015-11-12 09:39:00,01,9,Thursday,S,35,34,0.9714285714285714
2015-11-12 09:44:00,02,9,Thursday,S,9,8,0.8888888888888888
2015-11-12 09:45:00,03,9,Thursday,S,21,21,1.0
2015-11-12 09:46:00,04,9,Thursday,S,37,35,0.9459459459459459
2015-11-12 09:46:00,06,9,Thursday,S,44,31,0.7045454545454546
2015-11-12 09:47:00,05,9,Thursday,S,46,40,0.8695652173913043
2015-11-12 09:47:00,07,9,Thursday,S,46,24,0.5217391304347826
2015-11-12 09:47:00,08,9,Thursday,S,54,38,0.7037037037037037
2015-11-12 09:47:00,09,9,Thursday,S,28,25,0.8928571428571429
2015-11-12 10:09:00,01,10,Thursday,S,35,34,0.9714285714285714
2015-11-12 10:14:00,02,10,Thursday,S,9,8,0.8888888888888888
2015-11-12 10:15:00,03,10,Thursday,S,21,21,1.0
2015-11-12 10:16:00,04,10,Thursday,S,37,37,1.0
2015-11-12 10:16:00,06,10,Thursday,S,44,44,1.0
2015-11-12 10:17:00,05,10,Thursday,S,46,46,1.0
2015-11-12 10:17:00,07,10,Thursday,S,46,42,0.9130434782608695
2015-11-12 10:17:00,09,10,Thursday,S,28,25,0.8928571428571429
2015-11-12 10:19:00,08,10,Thursday,S,54,54,1.0
2015-11-12 10:39:00,01,10,Thursday,S,35,34,0.9714285714285714
2015-11-12 10:44:00,02,10,Thursday,S,9,8,0.8888888888888888
2015-11-12 10:45:00,03,10,Thursday,S,21,21,1.0
2015-11-12 10:46:00,04,10,Thursday,S,37,36,0.972972972972973
2015-11-12 10:46:00,06,10,Thursday,S,44,43,0.9772727272727273
2015-11-12 10:47:00,05,10,Thursday,S,46,45,0.9782608695652174
2015-11-12 10:47:00,07,10,Thursday,S,46,43,0.9347826086956522
2015-11-12 10:47:00,09,10,Thursday,S,28,25,0.8928571428571429
2015-11-12 10:51:00,08,10,Thursday,S,54,54,1.0
2015-11-12 11:09:00,01,11,Thursday,S,35,34,0.9714285714285714
2015-11-12 11:14:00,02,11,Thursday,S,9,8,0.8888888888888888
2015-11-12 11:15:00,03,11,Thursday,S,21,21,1.0
2015-11-12 11:16:00,04,11,Thursday,S,37,37,1.0
2015-11-12 11:16:00,06,11,Thursday,S,44,44,1.0
2015-11-12 11:17:00,05,11,Thursday,S,46,46,1.0
2015-11-12 11:17:00,07,11,Thursday,S,46,44,0.9565217391304348
2015-11-12 11:17:00,09,11,Thursday,S,28,25,0.8928571428571429
2015-11-12 11:22:00,08,11,Thursday,S,54,54,1.0
2015-11-12 11:39:00,01,11,Thursday,S,35,34,0.9714285714285714
2015-11-12 11:44:00,02,11,Thursday,S,9,8,0.8888888888888888
2015-11-12 11:45:00,03,11,Thursday,S,21,21,1.0
2015-11-12 11:46:00,04,11,Thursday,S,37,37,1.0
2015-11-12 11:46:00,06,11,Thursday,S,44,44,1.0
2015-11-12 11:47:00,05,11,Thursday,S,46,46,1.0
2015-11-12 11:47:00,07,11,Thursday,S,46,44,0.9565217391304348
2015-11-12 11:47:00,09,11,Thursday,S,28,25,0.8928571428571429
2015-11-12 11:54:00,08,11,Thursday,S,54,53,0.9814814814814815
2015-11-12 12:09:00,01,12,Thursday,S,35,34,0.9714285714285714
2015-11-12 12:14:00,02,12,Thursday,S,9,8,0.8888888888888888
2015-11-12 12:15:00,03,12,Thursday,S,21,21,1.0
2015-11-12 12:16:00,04,12,Thursday,S,37,37,1.0
2015-11-12 12:16:00,06,12,Thursday,S,44,43,0.9772727272727273
2015-11-12 12:17:00,05,12,Thursday,S,46,46,1.0
2015-11-12 12:17:00,07,12,Thursday,S,46,44,0.9565217391304348
2015-11-12 12:17:00,09,12,Thursday,S,28,25,0.8928571428571429
2015-11-12 12:26:00,08,12,Thursday,S,54,54,1.0
2015-11-12 12:39:00,01,12,Thursday,S,35,33,0.9428571428571428
2015-11-12 12:44:00,02,12,Thursday,S,9,8,0.8888888888888888
2015-11-12 12:45:00,03,12,Thursday,S,21,20,0.9523809523809523
2015-11-12 12:46:00,04,12,Thursday,S,37,35,0.9459459459459459
2015-11-12 12:46:00,06,12,Thursday,S,44,43,0.9772727272727273
2015-11-12 12:47:00,05,12,Thursday,S,46,44,0.9565217391304348
2015-11-12 12:47:00,07,12,Thursday,S,46,44,0.9565217391304348
2015-11-12 12:47:00,09,12,Thursday,S,28,24,0.8571428571428571
2015-11-12 12:57:00,08,12,Thursday,S,54,51,0.9444444444444444
2015-11-12 13:09:00,01,13,Thursday,S,35,29,0.8285714285714286
2015-11-12 13:14:00,02,13,Thursday,S,9,7,0.7777777777777778
2015-11-12 13:15:00,03,13,Thursday,S,21,18,0.8571428571428571
2015-11-12 13:16:00,04,13,Thursday,S,37,30,0.8108108108108109
2015-11-12 13:16:00,06,13,Thursday,S,44,37,0.8409090909090909
2015-11-12 13:17:00,05,13,Thursday,S,46,39,0.8478260869565217
2015-11-12 13:17:00,07,13,Thursday,S,46,40,0.8695652173913043
2015-11-12 13:17:00,09,13,Thursday,S,28,24,0.8571428571428571
2015-11-12 13:29:00,08,13,Thursday,S,54,51,0.9444444444444444
2015-11-12 13:39:00,01,13,Thursday,S,35,27,0.7714285714285715
2015-11-12 13:44:00,02,13,Thursday,S,9,6,0.6666666666666666
2015-11-12 13:45:00,03,13,Thursday,S,21,18,0.8571428571428571
2015-11-12 13:46:00,04,13,Thursday,S,37,29,0.7837837837837838
2015-11-12 13:46:00,06,13,Thursday,S,44,36,0.8181818181818182
2015-11-12 13:47:00,05,13,Thursday,S,46,38,0.8260869565217391
2015-11-12 13:47:00,07,13,Thursday,S,46,39,0.8478260869565217
2015-11-12 13:47:00,09,13,Thursday,S,28,24,0.8571428571428571
2015-11-12 14:01:00,08,14,Thursday,S,54,51,0.9444444444444444
2015-11-12 14:09:00,01,14,Thursday,S,35,26,0.7428571428571429
2015-11-12 14:14:00,02,14,Thursday,S,9,6,0.6666666666666666
2015-11-12 14:15:00,03,14,Thursday,S,21,18,0.8571428571428571
2015-11-12 14:16:00,04,14,Thursday,S,37,29,0.7837837837837838
2015-11-12 14:16:00,06,14,Thursday,S,44,36,0.8181818181818182
2015-11-12 14:17:00,05,14,Thursday,S,46,38,0.8260869565217391
2015-11-12 14:17:00,07,14,Thursday,S,46,39,0.8478260869565217
2015-11-12 14:17:00,09,14,Thursday,S,28,24,0.8571428571428571
2015-11-12 14:32:00,08,14,Thursday,S,54,52,0.9629629629629629
2015-11-12 14:39:00,01,14,Thursday,S,35,28,0.8
2015-11-12 14:44:00,02,14,Thursday,S,9,6,0.6666666666666666
2015-11-12 14:45:00,03,14,Thursday,S,21,18,0.8571428571428571
2015-11-12 14:46:00,04,14,Thursday,S,37,30,0.8108108108108109
2015-11-12 14:46:00,06,14,Thursday,S,44,38,0.8636363636363636
